Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equaliser	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Even Though Your Gone	Louisa Marks		Lovers Vol 1						Lovers Rock	6552640	272			32			16/01/2011, 00:49	17/09/2018, 22:43	192	44100		MPEG audio file		 00000323 00000421 000023D7 00002C40 0002BF65 0002BF65 00008000 00008000 0000C350 0000C350						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:32 Even Though Your Gone.mp3
People In Love	Louisa Marks		Lovers Vol 1						Lovers Rock	2646561	165						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:People In Love.mp3
Tonight is the time for love	Louisa marks		Lovers Vol 1						Lovers Rock	2680431	167						16/01/2011, 00:54	17/09/2018, 22:43	128	48000		MPEG audio file		 00000026 00000022 000000AA 0000007F 0001ADC5 0000C38F 00000B26 00000D02 0001ADC5 0000EA60						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:Tonight is the time for love.mp3
Used To Be My Man	Louisa Marks		Lovers Vol 1						Lovers Rock	1594433	158						16/01/2011, 00:53	17/09/2018, 22:43	80	22050		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:Used To Be My Man.mp3
keep it like it is	Louisa Marks 		Lovers Vol 1						Lovers Rock	2615309	162						24/07/2011, 20:57	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:keep it like it is.mp3
Reunited	Louisa Marks 		Lovers Vol 1						Lovers Rock	4305441	268						16/01/2011, 00:53	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:Reunited.mp3
6 Sixth Street	Louisa Marks 		Lovers Vol 1						Lovers Rock	3075792	191						16/01/2011, 00:55	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Louisa Marks:Lovers Vol 1:6 Sixth Street.mp3
i adore you	love & unity		Lovers Vol 1						Lovers Rock	3929320	245			7		1980	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:love & unity:Lovers Vol 1:07 i adore you.mp3
Put It On	Love & Unity		Lovers Vol 1						Lovers Rock	6492637	399						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:love & unity:Lovers Vol 1:Put It On.mp3
Give Thanks	Luciano		Lovers Vol 1						Lovers Rock	3592512	224						16/01/2011, 00:49	17/09/2018, 22:43	128	32000		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Luciano:Lovers Vol 1:Give Thanks.mp3
Flex 	Mad Cobra		Lovers Vol 1						Lovers Rock	3879982	242						16/01/2011, 00:52	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mad Cobra:Lovers Vol 1:Flex.mp3
What About Me	Maria Hague		Lovers Vol 1						Lovers Rock	3046215	189			2			17/09/2018, 23:07	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maria Hague:Lovers Vol 1:02 What About Me.mp3
I Love You Always	Maria Taylor		Lovers Vol 1						Lovers Rock	3624586	224			12			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maria Taylor:Lovers Vol 1:12 I Love You Always.mp3
Walk Away 	Marie Pierre		Lovers Vol 1						Lovers Rock	3091730	193			6		1978	17/09/2018, 23:05	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Marie Pierre:Lovers Vol 1:06 Walk Away.mp3
Choose Me	Marie Pierre		Lovers Vol 1						Lovers Rock	2912426	181			13		1979	17/09/2018, 23:05	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Marie Pierre:Lovers Vol 1:13 Choose Me.mp3
Can't Go Through	Marie Pierre		Lovers Vol 1						Lovers Rock	2532083	158			14		1979	17/09/2018, 23:06	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Marie Pierre:Lovers Vol 1:14 Can't Go Through.mp3
Somebody Elses Man	Marie Pierre		Lovers Vol 1						Lovers Rock	3609582	225			15		1979	17/09/2018, 23:06	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Marie Pierre:Lovers Vol 1:15 Somebody Elses Man.mp3
After Tonight	Matumbi		Lovers Vol 1						Lovers Rock	3184977	197			6		1976	16/01/2011, 16:58	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Matumbi:Lovers Vol 1:06 After Tonight.mp3
Point of view	Matumbi		Lovers Vol 1						Lovers Rock	3947711	246			15		1979	17/09/2018, 23:03	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Matumbi:Lovers Vol 1:15 Point of view.mp3
Man In Me	Matumbi		Lovers Vol 1						Lovers Rock	3624660	222						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Matumbi:Lovers Vol 1:Man In Me.mp3
Dancing Mood	Maxi Priest	Maxi Priest/Paul Robinson	Lovers Vol 1						Lovers Rock	3586176	224			4		1986	17/09/2018, 23:02	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest and Caution:Lovers Vol 1:04 Dancing Mood.mp3
Throw Me Corn	Maxi Priest		Lovers Vol 1						Lovers Rock	3448667	215			5		1984	17/09/2018, 23:02	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:05 Throw Me Corn.mp3
Best Of Me 	Maxi Priest		Lovers Vol 1						Lovers Rock	3429023	214			11		1991	17/09/2018, 23:03	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:11 Best Of Me.mp3
Let Me Know	Maxi Priest		Lovers Vol 1						Lovers Rock	3848236	240			12		1987	17/09/2018, 23:02	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:12 Let Me Know.mp3
Woman In You	Maxi Priest		Lovers Vol 1						Lovers Rock	4159616	259			14		1987	17/09/2018, 23:02	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:14 Woman In You.mp3
Crazy Love	Maxi Priest		Lovers Vol 1						Lovers Rock	4386568	274			17		1986	17/09/2018, 23:00	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:17 Crazy Love.mp3
Pretty Little Girl	Maxi Priest		Lovers Vol 1						Lovers Rock	4453859	278						17/09/2018, 23:40	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:Pretty Little Girl.mp3
Should I	Maxi Priest		Lovers Vol 1						Lovers Rock	3479200	214						17/09/2018, 23:41	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest:Lovers Vol 1:Should I.mp3
How Can We Ease The Pain	Maxi Priest & Beres Hammond		Lovers Vol 1						Lovers Rock	3886271	242			17		1987	17/09/2018, 23:01	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Maxi Priest & Beres Hammond:Lovers Vol 1:17 How Can We Ease The Pain.mp3
Sad Songs	Melanie Fiona	BMF	Lovers Vol 1		BMF				Lovers Rock	4511204	281					2009	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file					1	17/09/2018, 23:08		MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Melanie Fiona:Lovers Vol 1:Sad Songs.mp3
Special Kind Of Love 	Melina Carole		Lovers Vol 1						Lovers Rock	4212279	263			9		1980	17/09/2018, 22:55	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Melina Carole:Lovers Vol 1:09 Special Kind Of Love.mp3
Country Living	Mighty Diamonds		Lovers Vol 1						Lovers Rock	3854512	240			2			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file		www.emusic.com/albums/2162/						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mighty Diamonds:Lovers Vol 1:02 Country Living.mp3
Brotherman	Mighty Diamonds		Lovers Vol 1						Lovers Rock	4817066	300			6		1983	17/09/2018, 22:58	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mighty Diamonds:Lovers Vol 1:06 Brotherman.mp3
I Need a Roof	Mighty Diamonds		Lovers Vol 1						Lovers Rock	2696717	168						16/01/2011, 16:56	17/09/2018, 22:43	128	44100		MPEG audio file					1	17/09/2018, 22:57		MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mighty Diamonds:Lovers Vol 1:I Need a Roof.mp3
Right Time	Mighty Diamonds		Lovers Vol 1						Lovers Rock	3138499	195						17/09/2018, 22:56	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mighty Diamonds:Lovers Vol 1:Right Time.mp3
Walk Away From Love	Mike Anthony		Lovers Vol 1						Lovers Rock	1628246	203			13		1991	17/09/2018, 22:57	17/09/2018, 22:43	64	22050		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mike Anthony:Lovers Vol 1:13 Walk Away From Love.mp3
Crash Crash	Mike Anthony		Lovers Vol 1						Lovers Rock	3897344	243			21		2005	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Mike Anthony:Lovers Vol 1:21 Crash Crash.mp3
Laterly	Natural Ites		Lovers Vol 1						Lovers Rock	4897314	305						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Natural Ites:Lovers Vol 1:Laterly.mp3
Hold Me	Natural Touch		Lovers Vol 1						Lovers Rock	4536490	281			1			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Natural Touch:Lovers Vol 1:01 Hold Me.mp3
Gimme Gimme Good Lovin	Natural Touch		Lovers Vol 1						Lovers Rock	3875361	240			7			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Natural Touch:Lovers Vol 1:07 Gimme Gimme Good Lovin.mp3
Funny Feeling	Natural Touch		Lovers Vol 1						Lovers Rock	4178341	259			9			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Natural Touch:Lovers Vol 1:09 Funny Feeling.mp3
house is not a home	one blood		Lovers Vol 1						Lovers Rock	1568269	195			1		1980	16/01/2011, 00:49	17/09/2018, 22:43	64	22050		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:one blood:Lovers Vol 1:01 house is not a home.mp3
Get In Touch With Me	One Blood		Lovers Vol 1						Lovers Rock	5451984	338						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:one blood:Lovers Vol 1:Get In Touch With Me.mp3
I'll Be Around	Otis Gayle		Lovers Vol 1						Lovers Rock	3476433	213			10			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Otis Gayle:Lovers Vol 1:10 I'll Be Around.mp3
Cruising	Outer Limits		Lovers Vol 1						Lovers Rock	7226600	451			14		1980	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Outer Limits:Lovers Vol 1:14 Cruising.mp3
I Won't Stop Loving You	Pam Hall	E. Wilson/Pam Hall	Lovers Vol 1						Lovers Rock	4826233	201			5		1999	16/01/2011, 00:49	17/09/2018, 22:43	192	44100		MPEG audio file		Hot Shit Form - 0 M N I -						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Pam Hall:Lovers Vol 1:05 I Won't Stop Loving You.mp3
Young Free & Single	Panchita		Lovers Vol 1						Lovers Rock	4673539	290			11			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Panchita:Lovers Vol 1:11 Young Free & Single.mp3
To Love Someone	Paul Dawkins		Lovers Vol 1						Lovers Rock	4183439	261			18		1980	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Paul Dawkins:Lovers Vol 1:18 To Love Someone.mp3
Jazzy Baby	Paula		Lovers Vol 1						Lovers Rock	2520798	314			21		1984	17/09/2018, 22:54	17/09/2018, 22:43	64	22050		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Paula:Lovers Vol 1:21 Jazzy Baby.mp3
With You Boy	Paulette Tajah		Lovers Vol 1						Lovers Rock	3819773	237			1			16/01/2011, 17:14	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Paulette Tajah:Lovers Vol 1:01 With You Boy.mp3
'Cos You Love Me Baby	Paulette Tajah	Williams	Lovers Vol 1						Lovers Rock	6686472	278			10		2000	16/01/2011, 00:49	17/09/2018, 22:43	192	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Various Artists:Lovers Vol 1:10 'Cos You Love Me Baby.mp3
I'm Ready Now	Paulette Tajah		Lovers Vol 1						Lovers Rock	3721216	232						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file		[Jah know]    [via HarryKrishner]						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Paulette Tajah:Lovers Vol 1:I'm Ready Now.mp3
My Tune	Paulette Tajah		Lovers Vol 1						Lovers Rock	3608576	225						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file		 00000C26 000009AD 00005FC3 0000508D 00027117 00027117 00008000 00008000 000222F7 000222F7						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Paulette Tajah:Lovers Vol 1:My Tune.mp3
With You Boy 	Paulette Tajah		Lovers Vol 1						Lovers Rock	6755310	240						27/09/2018, 00:00	17/09/2018, 22:43	224	44100		MPEG audio file		[Jah know]     [via HarryKrishner]						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Paulette Tajah:Lovers Vol 1:With You Boy.mp3
Another Day	Peter Hunningale		Lovers Vol 1						Lovers Rock	3999744	249			20		2005	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Peter Hunningale:Lovers Vol 1:20 Another Day.mp3
Perfect Lady	Peter Hunningale	Peter Hunnigale	Lovers Vol 1						Lovers Rock	3547264	221			20		1996	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Peter Hunnigale:Lovers Vol 1:20 Perfect Lady.mp3
Lets Be Friends	Peter Hunningale		Lovers Vol 1						Lovers Rock	4282368	267						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Peter Hunningale:Lovers Vol 1:Lets Be Friends.mp3
Love Is Just A Kiss Away	Peter Sence		Lovers Vol 1						Lovers Rock	3971072	248			14		2005	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Peter Sence:Lovers Vol 1:14 Love Is Just A Kiss Away.mp3
Laugh It Off	Phill		Lovers Vol 1						Lovers Rock	2981807	186			4		1975	17/09/2018, 22:53	17/09/2018, 22:43	128	44100		MPEG audio file					1	26/09/2019, 00:53		MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Phill:Lovers Vol 1:04 Laugh It Off.mp3
Let Me Be Your Angel	Portia Morgan		Lovers Vol 1						Lovers Rock	3322193	205						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Portia Morgan:Lovers Vol 1:Let Me Be Your Angel.mp3
The Way We Were	Prediction		Lovers Vol 1						Lovers Rock	3908004	244			6			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Prediction:Lovers Vol 1:06 The Way We Were.mp3
Is it always gonna be like this	Raymond Fontaine 		Lovers Vol 1						Lovers Rock	4179260	261			21			16/01/2011, 00:51	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Raymond Fontaine:Lovers Vol 1:21 Is it always gonna be like this.mp3
Baby I've Been Missing You	Renee Geyer		Lovers Vol 1						Lovers Rock	3488792	216			12			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Renee Geyer:Lovers Vol 1:12 Baby I've Been Missing You.mp3
Can't Get Enough	Ricardo Mckenzie		Lovers Vol 1						Lovers Rock	4204672	261			7			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ricardo Mckenzie:Lovers Vol 1:07 Can't Get Enough.mp3
I'm So Alone	Richie Davis		Lovers Vol 1						Lovers Rock	5115540	213			1		1999	16/01/2011, 00:49	17/09/2018, 22:43	192	44100		MPEG audio file		Hot Shit Form - 0 M N I -						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Various Artists:Lovers Vol 1:01 I'm So Alone.mp3
I Would Like To Love You	Riot Squad		Lovers Vol 1						Lovers Rock	4492729	280			3			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Riot Squad:Lovers Vol 1:03 I Would Like To Love You.mp3
She's So Fine	Riot Squad		Lovers Vol 1						Lovers Rock	3958005	243						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Riot Squad:Lovers Vol 1:She's So Fine.mp3
Fist Fuli Of Dollars 	Roger Robin		Lovers Vol 1						Lovers Rock	3929655	243			2		1993	17/09/2018, 22:53	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Roger Robin:Lovers Vol 1:02 Fist Fuli Of Dollars.mp3
more love 90	Roger Robin		Lovers Vol 1						Lovers Rock	3620031	226			6			17/09/2018, 22:53	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Roger Robin:Lovers Vol 1:06 more love 90.mp3
I Admire You	Roland & Caroline		Lovers Vol 1						Lovers Rock	3435711	214			1		1977	17/09/2018, 22:52	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Roland & Caroline:Lovers Vol 1:01 I Admire You.mp3
Stormy Nights	Rolands		Lovers Vol 1						Lovers Rock	6414966	398			11		1982	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Rolands:Lovers Vol 1:11 Stormy Nights.mp3
When I Think Of You	Ruddy Thomas		Lovers Vol 1						Lovers Rock	4092742	255			1			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:01 When I Think Of You.mp3
Nice & Easy	Ruddy Thomas		Lovers Vol 1						Lovers Rock	4957918	309			2			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:02 Nice & Easy.mp3
Just One Moment Away	Ruddy Thomas		Lovers Vol 1						Lovers Rock	6072197	379			3			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:03 Just One Moment Away.mp3
Lets Make A Baby	Ruddy Thomas		Lovers Vol 1						Lovers Rock	2457600	153			3		1977	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:03 Lets Make A Baby.mp3
You Know How	Ruddy Thomas		Lovers Vol 1						Lovers Rock	4934303	306			4		1982	16/01/2011, 17:15	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:04 You Know How.mp3
Loving Pauper	Ruddy Thomas		Lovers Vol 1						Lovers Rock	2960115	183			5		1977	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:05 Loving Pauper.mp3
Memories By The Score	Ruddy Thomas		Lovers Vol 1						Lovers Rock	3130600	195						24/07/2011, 21:13	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:Memories By The Score.mp3
Loving Pauper	Ruddy Thomas & Trinity		Lovers Vol 1						Lovers Rock	6125568	380			4		1997	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file		 00000EC8 00000E73 00005E07 00005C0D 00013897 00013897 00007873 000075BA 000493E0 00013897						MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomas:Lovers Vol 1:04 Loving Pauper.mp3
Key To The World	Ruddy Thomass		Lovers Vol 1						Lovers Rock	4511920	280						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ruddy Thomass:Lovers Vol 1:Key To The World.mp3
Dreaming	Sacfrice		Lovers Vol 1						Lovers Rock	4555841	284			5		1981	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sacfrice:Lovers Vol 1:05 Dreaming.mp3
Good Bye My Love	Sadonians		Lovers Vol 1						Lovers Rock	5069722	314			1		1979	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sadonians:Lovers Vol 1:01 Good Bye My Love.mp3
Hurting On The Inside	Sammy Levi		Lovers Vol 1						Lovers Rock	2945863	182			2		2000	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Various Artists:Lovers Vol 1:02 Hurting On The Inside.mp3
Perfect Match	Sandra Cross		Lovers Vol 1						Lovers Rock	2921287	181			5		1982	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:05 Perfect Match.mp3
Fit and ready	Sandra Cross		Lovers Vol 1						Lovers Rock	3291933	205			13		1995	16/01/2011, 00:50	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:various artist:Lovers Vol 1:13 Fit and ready.mp3
Holding On	Sandra Cross		Lovers Vol 1						Lovers Rock	4451351	278			13			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:13 Holding On.mp3
Hard Up batchelor	Sandra Cross		Lovers Vol 1						Lovers Rock	4705470	293			14		1987	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:14 Hard Up batchelor.mp3
Country Living	Sandra Cross		Lovers Vol 1						Lovers Rock	4613352	286						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:Country Living.mp3
It's You	Sandra Cross		Lovers Vol 1						Lovers Rock	4815226	299						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:It's You.mp3
Put It On	Sandra Cross		Lovers Vol 1						Lovers Rock	4739531	291						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:Put It On.mp3
You're Lying	Sandra Cross		Lovers Vol 1						Lovers Rock	4291565	266						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Cross:Lovers Vol 1:You're Lying.mp3
Ooh Boy	Sandra Reid		Lovers Vol 1						Lovers Rock	4674123	291			1			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Reid:Lovers Vol 1:01 Ooh Boy.mp3
Feel So Good	Sandra Reid		Lovers Vol 1						Lovers Rock	4759364	292			8			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sandra Reid:Lovers Vol 1:08 Feel So Good.mp3
Waiting	Simplicity		Lovers Vol 1						Lovers Rock	4004052	248			8			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Simplicity:Lovers Vol 1:08 Waiting.mp3
Loving Kind	Simplicty		Lovers Vol 1						Lovers Rock	4365544	271			1			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Simplicty:Lovers Vol 1:01 Loving Kind.mp3
