,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
105CpsVn2N4jkoDXCkHjm2,504,Good up Good Up (Sort Out),Problem Child,Kickstand Riddim,2018-10-05,False,105CpsVn2N4jkoDXCkHjm2,spotify:track:105CpsVn2N4jkoDXCkHjm2,soca,0.775,0.913,7.0,-4.389,1.0,0.0627,0.0592,1e-05,0.0863,0.627,108.003,audio_features,105CpsVn2N4jkoDXCkHjm2,spotify:track:105CpsVn2N4jkoDXCkHjm2,https://api.spotify.com/v1/tracks/105CpsVn2N4jkoDXCkHjm2,https://api.spotify.com/v1/audio-analysis/105CpsVn2N4jkoDXCkHjm2,217164.0,4.0
10HPS0K1CHr85IiIe0zK8V,1070,Black Heart,Alkaline,Black Heart,2018-12-26,True,10HPS0K1CHr85IiIe0zK8V,spotify:track:10HPS0K1CHr85IiIe0zK8V,soca,0.62,0.732,6.0,-5.263,1.0,0.287,0.142,0.000995,0.0593,0.399,98.959,audio_features,10HPS0K1CHr85IiIe0zK8V,spotify:track:10HPS0K1CHr85IiIe0zK8V,https://api.spotify.com/v1/tracks/10HPS0K1CHr85IiIe0zK8V,https://api.spotify.com/v1/audio-analysis/10HPS0K1CHr85IiIe0zK8V,179394.0,4.0
10eo3VQ9O1h1EEvWcH2Imt,69,All over De Gyal,Lyrikal,The Journey,2016-07-22,False,10eo3VQ9O1h1EEvWcH2Imt,spotify:track:10eo3VQ9O1h1EEvWcH2Imt,soca,0.435,0.855,7.0,-6.104,1.0,0.111,0.0898,0.0,0.102,0.871,156.285,audio_features,10eo3VQ9O1h1EEvWcH2Imt,spotify:track:10eo3VQ9O1h1EEvWcH2Imt,https://api.spotify.com/v1/tracks/10eo3VQ9O1h1EEvWcH2Imt,https://api.spotify.com/v1/audio-analysis/10eo3VQ9O1h1EEvWcH2Imt,236478.0,5.0
10pVENKPgxd2B1yr6syI6u,201,Lock On,Erphaan Alves,Lock On,2019-05-21,False,10pVENKPgxd2B1yr6syI6u,spotify:track:10pVENKPgxd2B1yr6syI6u,soca,0.649,0.83,0.0,-5.569,1.0,0.0702,0.159,0.0,0.0864,0.593,196.311,audio_features,10pVENKPgxd2B1yr6syI6u,spotify:track:10pVENKPgxd2B1yr6syI6u,https://api.spotify.com/v1/tracks/10pVENKPgxd2B1yr6syI6u,https://api.spotify.com/v1/audio-analysis/10pVENKPgxd2B1yr6syI6u,183240.0,4.0
11CdmvuF6WmQPgQRCQb8VQ,1361,Gyal Yuh Bad,Beenie Man,The Love Bug Riddim,2017-06-16,False,11CdmvuF6WmQPgQRCQb8VQ,spotify:track:11CdmvuF6WmQPgQRCQb8VQ,soca,0.792,0.817,10.0,-6.497,1.0,0.225,0.301,1.66e-05,0.101,0.908,104.915,audio_features,11CdmvuF6WmQPgQRCQb8VQ,spotify:track:11CdmvuF6WmQPgQRCQb8VQ,https://api.spotify.com/v1/tracks/11CdmvuF6WmQPgQRCQb8VQ,https://api.spotify.com/v1/audio-analysis/11CdmvuF6WmQPgQRCQb8VQ,206000.0,4.0
11FF1VOVN1BGiUxcxOfbuI,414,Mr. Badman,Sekon Sta,Bittersweet Riddim,2019-10-21,False,11FF1VOVN1BGiUxcxOfbuI,spotify:track:11FF1VOVN1BGiUxcxOfbuI,soca,0.745,0.79,7.0,-4.846,0.0,0.252,0.188,0.0,0.232,0.454,105.126,audio_features,11FF1VOVN1BGiUxcxOfbuI,spotify:track:11FF1VOVN1BGiUxcxOfbuI,https://api.spotify.com/v1/tracks/11FF1VOVN1BGiUxcxOfbuI,https://api.spotify.com/v1/audio-analysis/11FF1VOVN1BGiUxcxOfbuI,167333.0,4.0
11GMCyq17gZQn82crt0HTb,312,Run Wid It,Mr. Killa,Planet Jab Riddim,2019-01-29,False,11GMCyq17gZQn82crt0HTb,spotify:track:11GMCyq17gZQn82crt0HTb,soca,0.832,0.93,11.0,-2.115,0.0,0.279,0.298,0.000374,0.305,0.541,162.018,audio_features,11GMCyq17gZQn82crt0HTb,spotify:track:11GMCyq17gZQn82crt0HTb,https://api.spotify.com/v1/tracks/11GMCyq17gZQn82crt0HTb,https://api.spotify.com/v1/audio-analysis/11GMCyq17gZQn82crt0HTb,191111.0,4.0
11JTuKw9Wne6RjAxs5Zycq,854,The Greatest,Pternsky,Full 100 Riddim,2017-06-02,False,11JTuKw9Wne6RjAxs5Zycq,spotify:track:11JTuKw9Wne6RjAxs5Zycq,soca,0.938,0.79,2.0,-6.466,1.0,0.2,0.121,0.0,0.0521,0.753,101.964,audio_features,11JTuKw9Wne6RjAxs5Zycq,spotify:track:11JTuKw9Wne6RjAxs5Zycq,https://api.spotify.com/v1/tracks/11JTuKw9Wne6RjAxs5Zycq,https://api.spotify.com/v1/audio-analysis/11JTuKw9Wne6RjAxs5Zycq,164807.0,4.0
11SWqc8jMyeiEcoHCwNUgu,1252,Young Boy (Trinidad Mix),Calypso Rose,Calypso Rose and Friends,2019-10-04,False,11SWqc8jMyeiEcoHCwNUgu,spotify:track:11SWqc8jMyeiEcoHCwNUgu,soca,0.824,0.845,2.0,-2.575,1.0,0.0954,0.0399,2.97e-06,0.0208,0.705,97.004,audio_features,11SWqc8jMyeiEcoHCwNUgu,spotify:track:11SWqc8jMyeiEcoHCwNUgu,https://api.spotify.com/v1/tracks/11SWqc8jMyeiEcoHCwNUgu,https://api.spotify.com/v1/audio-analysis/11SWqc8jMyeiEcoHCwNUgu,226280.0,4.0
11TasW1FuSDRq2jVy4OFBg,1198,No Waste Gyal,Zamoni,No Waste Gyal,2019-11-30,False,11TasW1FuSDRq2jVy4OFBg,spotify:track:11TasW1FuSDRq2jVy4OFBg,soca,0.968,0.629,2.0,-10.761,1.0,0.282,0.0836,0.0,0.235,0.584,110.05,audio_features,11TasW1FuSDRq2jVy4OFBg,spotify:track:11TasW1FuSDRq2jVy4OFBg,https://api.spotify.com/v1/tracks/11TasW1FuSDRq2jVy4OFBg,https://api.spotify.com/v1/audio-analysis/11TasW1FuSDRq2jVy4OFBg,161455.0,4.0
11g1EWgCpVaWsKGDHu9kag,336,Dancè,Machel Montano,Ole Ting Riddim,2018-12-28,False,11g1EWgCpVaWsKGDHu9kag,spotify:track:11g1EWgCpVaWsKGDHu9kag,soca,0.749,0.816,0.0,-4.364,1.0,0.0939,0.0137,0.0,0.647,0.505,110.005,audio_features,11g1EWgCpVaWsKGDHu9kag,spotify:track:11g1EWgCpVaWsKGDHu9kag,https://api.spotify.com/v1/tracks/11g1EWgCpVaWsKGDHu9kag,https://api.spotify.com/v1/audio-analysis/11g1EWgCpVaWsKGDHu9kag,164545.0,4.0
11mRO5RsSaqHs4lRuO8zqW,387,Yuh Wrong,Farmer Nappy,Vintage 4: Blocko Riddim,2019-06-07,False,11mRO5RsSaqHs4lRuO8zqW,spotify:track:11mRO5RsSaqHs4lRuO8zqW,soca,0.802,0.929,0.0,-4.579,1.0,0.0731,0.149,1.32e-05,0.124,0.884,140.049,audio_features,11mRO5RsSaqHs4lRuO8zqW,spotify:track:11mRO5RsSaqHs4lRuO8zqW,https://api.spotify.com/v1/tracks/11mRO5RsSaqHs4lRuO8zqW,https://api.spotify.com/v1/audio-analysis/11mRO5RsSaqHs4lRuO8zqW,195529.0,4.0
12eRAi4javRKzjSAhVPv2p,1499,Like So,Angela Hunte,Like So (feat. Gregor Salto & DJ Buddha) - Single,2016-01-14,False,12eRAi4javRKzjSAhVPv2p,spotify:track:12eRAi4javRKzjSAhVPv2p,soca,0.802,0.946,11.0,-4.857,0.0,0.0612,0.00275,3.47e-06,0.111,0.71,127.014,audio_features,12eRAi4javRKzjSAhVPv2p,spotify:track:12eRAi4javRKzjSAhVPv2p,https://api.spotify.com/v1/tracks/12eRAi4javRKzjSAhVPv2p,https://api.spotify.com/v1/audio-analysis/12eRAi4javRKzjSAhVPv2p,215119.0,4.0
13WEzPte1r9GiaaKOgZlP6,1629,Good Vibes Only,Skorch Bun It,Baby Bells Riddim,2019-09-25,False,13WEzPte1r9GiaaKOgZlP6,spotify:track:13WEzPte1r9GiaaKOgZlP6,soca,0.805,0.703,1.0,-6.22,1.0,0.0628,0.027,2.15e-05,0.102,0.307,109.898,audio_features,13WEzPte1r9GiaaKOgZlP6,spotify:track:13WEzPte1r9GiaaKOgZlP6,https://api.spotify.com/v1/tracks/13WEzPte1r9GiaaKOgZlP6,https://api.spotify.com/v1/audio-analysis/13WEzPte1r9GiaaKOgZlP6,223322.0,4.0
13riylayqOdlFrHWUavqkz,1254,Hug up & Dance,Shurwayne Winchester,Hug up & Dance,2019-11-01,False,13riylayqOdlFrHWUavqkz,spotify:track:13riylayqOdlFrHWUavqkz,soca,0.738,0.972,5.0,-3.841,1.0,0.051,0.00476,2.08e-06,0.0895,0.962,110.002,audio_features,13riylayqOdlFrHWUavqkz,spotify:track:13riylayqOdlFrHWUavqkz,https://api.spotify.com/v1/tracks/13riylayqOdlFrHWUavqkz,https://api.spotify.com/v1/audio-analysis/13riylayqOdlFrHWUavqkz,168000.0,4.0
14S7q6i3xZoWtvvDNFLRv3,203,C.S.M. (Can't Style Me),Lil Rick,C.S.M. (Can't Style Me),2019-06-07,True,14S7q6i3xZoWtvvDNFLRv3,spotify:track:14S7q6i3xZoWtvvDNFLRv3,soca,0.787,0.933,11.0,-2.509,1.0,0.0806,0.0055,1.23e-06,0.0332,0.964,135.064,audio_features,14S7q6i3xZoWtvvDNFLRv3,spotify:track:14S7q6i3xZoWtvvDNFLRv3,https://api.spotify.com/v1/tracks/14S7q6i3xZoWtvvDNFLRv3,https://api.spotify.com/v1/audio-analysis/14S7q6i3xZoWtvvDNFLRv3,173778.0,4.0
158hWD2REV8WJKFkrvTfmw,636,All Your Love,Kimmy,Global Heritage Riddim,2019-03-28,False,158hWD2REV8WJKFkrvTfmw,spotify:track:158hWD2REV8WJKFkrvTfmw,soca,0.789,0.792,0.0,-5.624,1.0,0.0621,0.0507,5.61e-05,0.289,0.701,104.085,audio_features,158hWD2REV8WJKFkrvTfmw,spotify:track:158hWD2REV8WJKFkrvTfmw,https://api.spotify.com/v1/tracks/158hWD2REV8WJKFkrvTfmw,https://api.spotify.com/v1/audio-analysis/158hWD2REV8WJKFkrvTfmw,208034.0,4.0
15HdhFqboIu8wnki4i8Okc,1565,Square Tech Step,Dale Husbands,Billboard Soca: The Hits (1997-1998),1997-01-01,False,15HdhFqboIu8wnki4i8Okc,spotify:track:15HdhFqboIu8wnki4i8Okc,soca,0.733,0.901,8.0,-6.59,1.0,0.193,0.111,0.000166,0.298,0.923,76.477,audio_features,15HdhFqboIu8wnki4i8Okc,spotify:track:15HdhFqboIu8wnki4i8Okc,https://api.spotify.com/v1/tracks/15HdhFqboIu8wnki4i8Okc,https://api.spotify.com/v1/audio-analysis/15HdhFqboIu8wnki4i8Okc,256307.0,4.0
15K8ESeYyDcoDQ9hQOorsN,1264,Jab Fete Riddim - Instrumental,Team Foxx,Jab Fete Riddim,2019-06-28,False,15K8ESeYyDcoDQ9hQOorsN,spotify:track:15K8ESeYyDcoDQ9hQOorsN,soca,0.793,0.987,1.0,-2.487,0.0,0.0562,0.0222,0.799,0.0745,0.714,126.979,audio_features,15K8ESeYyDcoDQ9hQOorsN,spotify:track:15K8ESeYyDcoDQ9hQOorsN,https://api.spotify.com/v1/tracks/15K8ESeYyDcoDQ9hQOorsN,https://api.spotify.com/v1/audio-analysis/15K8ESeYyDcoDQ9hQOorsN,112849.0,4.0
15U9YqTf1iKGNFffUKXZVq,1444,Steelband Times,Andre Tanker,Wild,2018-08-14,False,15U9YqTf1iKGNFffUKXZVq,spotify:track:15U9YqTf1iKGNFffUKXZVq,soca,0.718,0.751,7.0,-7.905,1.0,0.0477,0.322,1.66e-05,0.401,0.694,115.794,audio_features,15U9YqTf1iKGNFffUKXZVq,spotify:track:15U9YqTf1iKGNFffUKXZVq,https://api.spotify.com/v1/tracks/15U9YqTf1iKGNFffUKXZVq,https://api.spotify.com/v1/audio-analysis/15U9YqTf1iKGNFffUKXZVq,376360.0,4.0
15exQu09HfHRnKIQlYkzj6,1182,Self Approved,Mical Teja,Melanin Riddim,2019-08-19,False,15exQu09HfHRnKIQlYkzj6,spotify:track:15exQu09HfHRnKIQlYkzj6,soca,0.798,0.776,2.0,-5.294,1.0,0.124,0.0547,0.000823,0.155,0.464,102.976,audio_features,15exQu09HfHRnKIQlYkzj6,spotify:track:15exQu09HfHRnKIQlYkzj6,https://api.spotify.com/v1/tracks/15exQu09HfHRnKIQlYkzj6,https://api.spotify.com/v1/audio-analysis/15exQu09HfHRnKIQlYkzj6,181748.0,4.0
15mBSt3MhEZF4bilQ1Hgwm,117,Love It,Kes,Twin Flame Riddim,2018-11-16,False,15mBSt3MhEZF4bilQ1Hgwm,spotify:track:15mBSt3MhEZF4bilQ1Hgwm,soca,0.577,0.857,7.0,-3.42,1.0,0.0756,0.2,0.0,0.0869,0.705,119.589,audio_features,15mBSt3MhEZF4bilQ1Hgwm,spotify:track:15mBSt3MhEZF4bilQ1Hgwm,https://api.spotify.com/v1/tracks/15mBSt3MhEZF4bilQ1Hgwm,https://api.spotify.com/v1/audio-analysis/15mBSt3MhEZF4bilQ1Hgwm,204500.0,4.0
15rvqZxgcwavDTTUXf2WES,1424,Chalo Chalo,DJ Bravo,Chalo Chalo,2015-05-03,False,15rvqZxgcwavDTTUXf2WES,spotify:track:15rvqZxgcwavDTTUXf2WES,soca,0.884,0.778,7.0,-5.889,1.0,0.12,0.292,0.000128,0.14,0.792,125.019,audio_features,15rvqZxgcwavDTTUXf2WES,spotify:track:15rvqZxgcwavDTTUXf2WES,https://api.spotify.com/v1/tracks/15rvqZxgcwavDTTUXf2WES,https://api.spotify.com/v1/audio-analysis/15rvqZxgcwavDTTUXf2WES,148102.0,4.0
16OAgyFI6W9jhxbI9EjMA5,775,D Influence,Kerwin Du Bois,D Influence (Trinidad and Tobago Carnival Soca 2015),2014-12-11,False,16OAgyFI6W9jhxbI9EjMA5,spotify:track:16OAgyFI6W9jhxbI9EjMA5,soca,0.86,0.803,1.0,-4.522,1.0,0.197,0.264,0.0,0.0753,0.699,132.03,audio_features,16OAgyFI6W9jhxbI9EjMA5,spotify:track:16OAgyFI6W9jhxbI9EjMA5,https://api.spotify.com/v1/tracks/16OAgyFI6W9jhxbI9EjMA5,https://api.spotify.com/v1/audio-analysis/16OAgyFI6W9jhxbI9EjMA5,221377.0,4.0
17OvXf5ocDEbvg07TX7uIy,615,They Wanna Know,Axesent,High Vibration Riddim,2019-01-04,False,17OvXf5ocDEbvg07TX7uIy,spotify:track:17OvXf5ocDEbvg07TX7uIy,soca,0.541,0.687,7.0,-5.534,1.0,0.0529,0.893,0.0031,0.0865,0.926,129.767,audio_features,17OvXf5ocDEbvg07TX7uIy,spotify:track:17OvXf5ocDEbvg07TX7uIy,https://api.spotify.com/v1/tracks/17OvXf5ocDEbvg07TX7uIy,https://api.spotify.com/v1/audio-analysis/17OvXf5ocDEbvg07TX7uIy,197669.0,4.0
17ZkMx80oJkQul6II0cFWQ,404,So Amazing,Farmer Nappy,So Amazing,2019-10-04,False,17ZkMx80oJkQul6II0cFWQ,spotify:track:17ZkMx80oJkQul6II0cFWQ,soca,0.694,0.913,5.0,-5.727,1.0,0.0583,0.0204,0.0,0.2,0.689,125.977,audio_features,17ZkMx80oJkQul6II0cFWQ,spotify:track:17ZkMx80oJkQul6II0cFWQ,https://api.spotify.com/v1/tracks/17ZkMx80oJkQul6II0cFWQ,https://api.spotify.com/v1/audio-analysis/17ZkMx80oJkQul6II0cFWQ,226589.0,4.0
17bAE1CUXSBG58eM3Sqt7O,1375,BenUp,Porgie,Monstapiece Presents: Nocturnal,2014-10-14,False,17bAE1CUXSBG58eM3Sqt7O,spotify:track:17bAE1CUXSBG58eM3Sqt7O,soca,0.699,0.861,2.0,-6.515,1.0,0.361,0.468,0.0,0.123,0.778,121.541,audio_features,17bAE1CUXSBG58eM3Sqt7O,spotify:track:17bAE1CUXSBG58eM3Sqt7O,https://api.spotify.com/v1/tracks/17bAE1CUXSBG58eM3Sqt7O,https://api.spotify.com/v1/audio-analysis/17bAE1CUXSBG58eM3Sqt7O,199120.0,4.0
17i4cG9e4kVwict7ehnah1,979,Chiquita Wine,Third Bass,A Mastamind Christmas 6,2011-11-06,False,17i4cG9e4kVwict7ehnah1,spotify:track:17i4cG9e4kVwict7ehnah1,soca,0.688,0.932,11.0,-2.969,1.0,0.173,0.0238,0.0,0.206,0.961,149.969,audio_features,17i4cG9e4kVwict7ehnah1,spotify:track:17i4cG9e4kVwict7ehnah1,https://api.spotify.com/v1/tracks/17i4cG9e4kVwict7ehnah1,https://api.spotify.com/v1/audio-analysis/17i4cG9e4kVwict7ehnah1,188800.0,4.0
182p6aKhyPrPszHzu3tHdB,573,See Meh,Bunji Garlin,Foli Riddim,2018-10-26,False,182p6aKhyPrPszHzu3tHdB,spotify:track:182p6aKhyPrPszHzu3tHdB,soca,0.734,0.819,0.0,-5.196,1.0,0.17,0.0743,0.0,0.104,0.492,103.15,audio_features,182p6aKhyPrPszHzu3tHdB,spotify:track:182p6aKhyPrPszHzu3tHdB,https://api.spotify.com/v1/tracks/182p6aKhyPrPszHzu3tHdB,https://api.spotify.com/v1/audio-analysis/182p6aKhyPrPszHzu3tHdB,190966.0,4.0
18Yu7o4DFlEyx2WUX0wvVD,539,Bigger Dan Dem,Chromatics,Badang Riddim - EP,2018-12-14,False,18Yu7o4DFlEyx2WUX0wvVD,spotify:track:18Yu7o4DFlEyx2WUX0wvVD,soca,0.855,0.792,9.0,-6.233,0.0,0.234,0.403,0.0,0.0526,0.959,117.987,audio_features,18Yu7o4DFlEyx2WUX0wvVD,spotify:track:18Yu7o4DFlEyx2WUX0wvVD,https://api.spotify.com/v1/tracks/18Yu7o4DFlEyx2WUX0wvVD,https://api.spotify.com/v1/audio-analysis/18Yu7o4DFlEyx2WUX0wvVD,185760.0,4.0
18g9ngkiIPHqjYZxFYKaUy,75,Friend Zone,Sandman,Soca Explosion 4,2018-06-08,False,18g9ngkiIPHqjYZxFYKaUy,spotify:track:18g9ngkiIPHqjYZxFYKaUy,soca,0.724,0.909,5.0,-5.837,0.0,0.0451,0.288,0.0,0.0963,0.876,108.022,audio_features,18g9ngkiIPHqjYZxFYKaUy,spotify:track:18g9ngkiIPHqjYZxFYKaUy,https://api.spotify.com/v1/tracks/18g9ngkiIPHqjYZxFYKaUy,https://api.spotify.com/v1/audio-analysis/18g9ngkiIPHqjYZxFYKaUy,206576.0,4.0
18kbJJWXTJpJPuiPWxQHT6,196,Leave Them Talking,Wendi,Leave Them Talking,2018-12-21,False,18kbJJWXTJpJPuiPWxQHT6,spotify:track:18kbJJWXTJpJPuiPWxQHT6,soca,0.857,0.862,8.0,-4.42,1.0,0.123,0.0337,0.0724,0.0783,0.755,125.011,audio_features,18kbJJWXTJpJPuiPWxQHT6,spotify:track:18kbJJWXTJpJPuiPWxQHT6,https://api.spotify.com/v1/tracks/18kbJJWXTJpJPuiPWxQHT6,https://api.spotify.com/v1/audio-analysis/18kbJJWXTJpJPuiPWxQHT6,199800.0,4.0
18sDlPyjuVl4aXkeV2KlQy,82,Enjoy,Holla Bak,Enjoy,2018-07-02,False,18sDlPyjuVl4aXkeV2KlQy,spotify:track:18sDlPyjuVl4aXkeV2KlQy,soca,0.894,0.875,1.0,-3.778,1.0,0.0921,0.00657,0.0,0.0361,0.718,115.938,audio_features,18sDlPyjuVl4aXkeV2KlQy,spotify:track:18sDlPyjuVl4aXkeV2KlQy,https://api.spotify.com/v1/tracks/18sDlPyjuVl4aXkeV2KlQy,https://api.spotify.com/v1/audio-analysis/18sDlPyjuVl4aXkeV2KlQy,219376.0,4.0
18t1rE6c72vOSLUJZKwetf,655,More Time,Tian Winter,Wild Flower Riddim,2019-05-16,False,18t1rE6c72vOSLUJZKwetf,spotify:track:18t1rE6c72vOSLUJZKwetf,soca,0.808,0.858,0.0,-4.469,1.0,0.104,0.012,4.49e-05,0.0489,0.716,104.072,audio_features,18t1rE6c72vOSLUJZKwetf,spotify:track:18t1rE6c72vOSLUJZKwetf,https://api.spotify.com/v1/tracks/18t1rE6c72vOSLUJZKwetf,https://api.spotify.com/v1/audio-analysis/18t1rE6c72vOSLUJZKwetf,203185.0,4.0
18uOMAIkfOVNDmuh20BxiG,1469,Mama Oh,Iwer George,Greatest Hits,2019-03-01,False,18uOMAIkfOVNDmuh20BxiG,spotify:track:18uOMAIkfOVNDmuh20BxiG,soca,0.728,0.928,1.0,-4.906,1.0,0.111,0.164,0.0,0.18,0.821,150.652,audio_features,18uOMAIkfOVNDmuh20BxiG,spotify:track:18uOMAIkfOVNDmuh20BxiG,https://api.spotify.com/v1/tracks/18uOMAIkfOVNDmuh20BxiG,https://api.spotify.com/v1/audio-analysis/18uOMAIkfOVNDmuh20BxiG,212271.0,4.0
199ZlZXB2qP6iOIpl4his0,1133,Right for Somebody,Precision Productions,"We Muzik Trinidad and Tobago, Vol. 10",2019-03-01,False,199ZlZXB2qP6iOIpl4his0,spotify:track:199ZlZXB2qP6iOIpl4his0,soca,0.602,0.885,11.0,-4.659,0.0,0.0652,0.247,0.0,0.16,0.883,103.546,audio_features,199ZlZXB2qP6iOIpl4his0,spotify:track:199ZlZXB2qP6iOIpl4his0,https://api.spotify.com/v1/tracks/199ZlZXB2qP6iOIpl4his0,https://api.spotify.com/v1/audio-analysis/199ZlZXB2qP6iOIpl4his0,211857.0,4.0
19DeDCMpd7IymE4mqFvBxl,830,Trouble,Skinny Fabulous,Conect Riddim,2016-12-02,False,19DeDCMpd7IymE4mqFvBxl,spotify:track:19DeDCMpd7IymE4mqFvBxl,soca,0.777,0.801,0.0,-6.756,1.0,0.119,0.215,0.0,0.136,0.506,129.974,audio_features,19DeDCMpd7IymE4mqFvBxl,spotify:track:19DeDCMpd7IymE4mqFvBxl,https://api.spotify.com/v1/tracks/19DeDCMpd7IymE4mqFvBxl,https://api.spotify.com/v1/audio-analysis/19DeDCMpd7IymE4mqFvBxl,159847.0,4.0
1ALm5h70yjPBn3dvGCkM9u,1479,Heat,Ultimate Rejects,Heat,2019-01-11,False,1ALm5h70yjPBn3dvGCkM9u,spotify:track:1ALm5h70yjPBn3dvGCkM9u,soca,0.737,0.962,6.0,-4.271,1.0,0.0852,0.092,0.0,0.226,0.502,128.928,audio_features,1ALm5h70yjPBn3dvGCkM9u,spotify:track:1ALm5h70yjPBn3dvGCkM9u,https://api.spotify.com/v1/tracks/1ALm5h70yjPBn3dvGCkM9u,https://api.spotify.com/v1/audio-analysis/1ALm5h70yjPBn3dvGCkM9u,247442.0,4.0
1AVcZRWz4WWJJTPgimoIND,1188,Handsfree,Mýa,Handsfree,2019-06-21,True,1AVcZRWz4WWJJTPgimoIND,spotify:track:1AVcZRWz4WWJJTPgimoIND,soca,0.83,0.789,4.0,-3.668,0.0,0.0625,0.0806,0.0,0.113,0.664,100.028,audio_features,1AVcZRWz4WWJJTPgimoIND,spotify:track:1AVcZRWz4WWJJTPgimoIND,https://api.spotify.com/v1/tracks/1AVcZRWz4WWJJTPgimoIND,https://api.spotify.com/v1/audio-analysis/1AVcZRWz4WWJJTPgimoIND,216000.0,4.0
1Abh8zqirkBH2fV5RU2fEI,382,Hold Back,Kes,Sexting Riddim,2019-06-14,False,1Abh8zqirkBH2fV5RU2fEI,spotify:track:1Abh8zqirkBH2fV5RU2fEI,soca,0.486,0.739,4.0,-3.874,0.0,0.159,0.0357,0.0,0.124,0.623,198.904,audio_features,1Abh8zqirkBH2fV5RU2fEI,spotify:track:1Abh8zqirkBH2fV5RU2fEI,https://api.spotify.com/v1/tracks/1Abh8zqirkBH2fV5RU2fEI,https://api.spotify.com/v1/audio-analysis/1Abh8zqirkBH2fV5RU2fEI,216000.0,4.0
1B59oroNqL6UWiuOuHxaWg,81,Hole,Jus D,Hole,2018-05-22,False,1B59oroNqL6UWiuOuHxaWg,spotify:track:1B59oroNqL6UWiuOuHxaWg,soca,0.528,0.921,1.0,-5.701,0.0,0.0801,0.0561,2.53e-06,0.118,0.795,113.92,audio_features,1B59oroNqL6UWiuOuHxaWg,spotify:track:1B59oroNqL6UWiuOuHxaWg,https://api.spotify.com/v1/tracks/1B59oroNqL6UWiuOuHxaWg,https://api.spotify.com/v1/audio-analysis/1B59oroNqL6UWiuOuHxaWg,197632.0,4.0
1BbV4ZRT0gtxBdFNdjIiNs,1043,Shake Ya Bam Bam,Mr Renzo,Shake Ya Bam Bam,2018-11-06,True,1BbV4ZRT0gtxBdFNdjIiNs,spotify:track:1BbV4ZRT0gtxBdFNdjIiNs,soca,0.738,0.88,6.0,-3.79,0.0,0.185,0.0396,0.0,0.0681,0.618,127.949,audio_features,1BbV4ZRT0gtxBdFNdjIiNs,spotify:track:1BbV4ZRT0gtxBdFNdjIiNs,https://api.spotify.com/v1/tracks/1BbV4ZRT0gtxBdFNdjIiNs,https://api.spotify.com/v1/audio-analysis/1BbV4ZRT0gtxBdFNdjIiNs,140625.0,4.0
1BqZJscUHZ9R8S6KkoFW1b,1241,Voyage - Instrumental,Blackstarr,Voyage,2019-10-12,False,1BqZJscUHZ9R8S6KkoFW1b,spotify:track:1BqZJscUHZ9R8S6KkoFW1b,soca,0.578,0.78,6.0,-5.892,1.0,0.0276,0.0129,0.906,0.0921,0.274,129.933,audio_features,1BqZJscUHZ9R8S6KkoFW1b,spotify:track:1BqZJscUHZ9R8S6KkoFW1b,https://api.spotify.com/v1/tracks/1BqZJscUHZ9R8S6KkoFW1b,https://api.spotify.com/v1/audio-analysis/1BqZJscUHZ9R8S6KkoFW1b,232615.0,4.0
1C6GjthnzmCW86IDHlhYz8,630,Good Vibes Only,Machel Montano,Yard Jam Riddim,2019-04-08,False,1C6GjthnzmCW86IDHlhYz8,spotify:track:1C6GjthnzmCW86IDHlhYz8,soca,0.768,0.882,0.0,-3.332,1.0,0.226,0.134,0.0,0.0642,0.483,110.228,audio_features,1C6GjthnzmCW86IDHlhYz8,spotify:track:1C6GjthnzmCW86IDHlhYz8,https://api.spotify.com/v1/tracks/1C6GjthnzmCW86IDHlhYz8,https://api.spotify.com/v1/audio-analysis/1C6GjthnzmCW86IDHlhYz8,205091.0,4.0
1CCl4Blvs3QK96WSP1Hpfc,1291,Tusty Bumpa,Nikki Brooks,Xo Xo Riddim,2019-11-22,False,1CCl4Blvs3QK96WSP1Hpfc,spotify:track:1CCl4Blvs3QK96WSP1Hpfc,soca,0.972,0.728,8.0,-3.951,1.0,0.229,0.05,0.0,0.102,0.805,114.984,audio_features,1CCl4Blvs3QK96WSP1Hpfc,spotify:track:1CCl4Blvs3QK96WSP1Hpfc,https://api.spotify.com/v1/tracks/1CCl4Blvs3QK96WSP1Hpfc,https://api.spotify.com/v1/audio-analysis/1CCl4Blvs3QK96WSP1Hpfc,198296.0,4.0
1CJIJ87NK3icBJlnT5VlHQ,35,Feteland,Kerwin Du Bois,Haze Riddim,2017-11-06,False,1CJIJ87NK3icBJlnT5VlHQ,spotify:track:1CJIJ87NK3icBJlnT5VlHQ,soca,0.873,0.878,2.0,-4.808,1.0,0.054,0.135,0.0,0.116,0.834,104.986,audio_features,1CJIJ87NK3icBJlnT5VlHQ,spotify:track:1CJIJ87NK3icBJlnT5VlHQ,https://api.spotify.com/v1/tracks/1CJIJ87NK3icBJlnT5VlHQ,https://api.spotify.com/v1/audio-analysis/1CJIJ87NK3icBJlnT5VlHQ,175979.0,4.0
