,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0l60FqgMdi5nCgNVG7e3Wo,132,Split in De Middle,Freezy,Split in De Middle,2017-11-24,True,0l60FqgMdi5nCgNVG7e3Wo,spotify:track:0l60FqgMdi5nCgNVG7e3Wo,soca,0.663,0.803,5.0,-6.445,0.0,0.332,0.000347,0.00286,0.243,0.688,188.797,audio_features,0l60FqgMdi5nCgNVG7e3Wo,spotify:track:0l60FqgMdi5nCgNVG7e3Wo,https://api.spotify.com/v1/tracks/0l60FqgMdi5nCgNVG7e3Wo,https://api.spotify.com/v1/audio-analysis/0l60FqgMdi5nCgNVG7e3Wo,139109.0,3.0
0l8jZCr1hr0t6UyBilHAqQ,1693,Cloud 9,Lyrikal,Cloud 9,2014-11-10,False,0l8jZCr1hr0t6UyBilHAqQ,spotify:track:0l8jZCr1hr0t6UyBilHAqQ,soca,0.769,0.884,0.0,-5.891,1.0,0.0473,0.0222,1.99e-06,0.0912,0.95,129.988,audio_features,0l8jZCr1hr0t6UyBilHAqQ,spotify:track:0l8jZCr1hr0t6UyBilHAqQ,https://api.spotify.com/v1/tracks/0l8jZCr1hr0t6UyBilHAqQ,https://api.spotify.com/v1/audio-analysis/0l8jZCr1hr0t6UyBilHAqQ,208615.0,4.0
0lqGrqqY9XQbkNgbTVrNTQ,738,Roll It,Hypasounds,Soca Gold 2012,2012-05-29,False,0lqGrqqY9XQbkNgbTVrNTQ,spotify:track:0lqGrqqY9XQbkNgbTVrNTQ,soca,0.853,0.807,11.0,-4.052,1.0,0.106,0.178,0.0,0.306,0.895,119.899,audio_features,0lqGrqqY9XQbkNgbTVrNTQ,spotify:track:0lqGrqqY9XQbkNgbTVrNTQ,https://api.spotify.com/v1/tracks/0lqGrqqY9XQbkNgbTVrNTQ,https://api.spotify.com/v1/audio-analysis/0lqGrqqY9XQbkNgbTVrNTQ,242120.0,4.0
0lugJ9T0iW3Z1wqKkdyJ0q,1433,Addiction,Farmer Nappy,Big People Party,2014-02-25,False,0lugJ9T0iW3Z1wqKkdyJ0q,spotify:track:0lugJ9T0iW3Z1wqKkdyJ0q,soca,0.763,0.935,0.0,-5.59,1.0,0.0397,0.0567,0.00213,0.0495,0.929,133.992,audio_features,0lugJ9T0iW3Z1wqKkdyJ0q,spotify:track:0lugJ9T0iW3Z1wqKkdyJ0q,https://api.spotify.com/v1/tracks/0lugJ9T0iW3Z1wqKkdyJ0q,https://api.spotify.com/v1/audio-analysis/0lugJ9T0iW3Z1wqKkdyJ0q,218663.0,4.0
0lwYuNMtrZlDE1c048AFho,951,Trending,Shal Marshall,iShal,2019-02-08,False,0lwYuNMtrZlDE1c048AFho,spotify:track:0lwYuNMtrZlDE1c048AFho,soca,0.7,0.899,9.0,-4.301,1.0,0.0632,0.00929,0.249,0.0661,0.479,130.039,audio_features,0lwYuNMtrZlDE1c048AFho,spotify:track:0lwYuNMtrZlDE1c048AFho,https://api.spotify.com/v1/tracks/0lwYuNMtrZlDE1c048AFho,https://api.spotify.com/v1/audio-analysis/0lwYuNMtrZlDE1c048AFho,166464.0,4.0
0mOrhj1vCj7koBMMaQEbca,1364,Plenty Plenty,Diztrict 7,King Bubba Mashup Volume 1,2017-07-21,False,0mOrhj1vCj7koBMMaQEbca,spotify:track:0mOrhj1vCj7koBMMaQEbca,soca,0.802,0.909,8.0,-4.096,1.0,0.0847,0.213,0.0,0.0625,0.841,139.993,audio_features,0mOrhj1vCj7koBMMaQEbca,spotify:track:0mOrhj1vCj7koBMMaQEbca,https://api.spotify.com/v1/tracks/0mOrhj1vCj7koBMMaQEbca,https://api.spotify.com/v1/audio-analysis/0mOrhj1vCj7koBMMaQEbca,180536.0,4.0
0mdTvlebd5dVjieu6Hezq6,1157,Peace of Mind,Sean Kingston,Peace of Mind,2019-04-26,False,0mdTvlebd5dVjieu6Hezq6,spotify:track:0mdTvlebd5dVjieu6Hezq6,soca,0.744,0.875,5.0,-4.224,0.0,0.159,0.106,0.0,0.243,0.326,121.993,audio_features,0mdTvlebd5dVjieu6Hezq6,spotify:track:0mdTvlebd5dVjieu6Hezq6,https://api.spotify.com/v1/tracks/0mdTvlebd5dVjieu6Hezq6,https://api.spotify.com/v1/audio-analysis/0mdTvlebd5dVjieu6Hezq6,265899.0,4.0
0n9GqApsqaLF0zUxv2TavT,1684,Calypso,GBM Nutron,Calypso,2016-12-30,False,0n9GqApsqaLF0zUxv2TavT,spotify:track:0n9GqApsqaLF0zUxv2TavT,soca,0.543,0.543,8.0,-6.707,0.0,0.231,0.131,0.0,0.218,0.608,93.143,audio_features,0n9GqApsqaLF0zUxv2TavT,spotify:track:0n9GqApsqaLF0zUxv2TavT,https://api.spotify.com/v1/tracks/0n9GqApsqaLF0zUxv2TavT,https://api.spotify.com/v1/audio-analysis/0n9GqApsqaLF0zUxv2TavT,148800.0,4.0
0nntI5hUpTgVLghyv6Cpc2,62,Unlimited Vibes,Kes,The Journey,2016-07-22,False,0nntI5hUpTgVLghyv6Cpc2,spotify:track:0nntI5hUpTgVLghyv6Cpc2,soca,0.876,0.963,4.0,-4.702,1.0,0.0998,0.179,0.0,0.108,0.903,125.001,audio_features,0nntI5hUpTgVLghyv6Cpc2,spotify:track:0nntI5hUpTgVLghyv6Cpc2,https://api.spotify.com/v1/tracks/0nntI5hUpTgVLghyv6Cpc2,https://api.spotify.com/v1/audio-analysis/0nntI5hUpTgVLghyv6Cpc2,201000.0,4.0
0o22LlQnOef7vHZYjaO1ig,910,Sugar Cane,Trinidad Ghost,Ginga Riddim,2017-09-15,False,0o22LlQnOef7vHZYjaO1ig,spotify:track:0o22LlQnOef7vHZYjaO1ig,soca,0.61,0.899,7.0,-4.08,1.0,0.349,0.0486,0.0,0.126,0.833,194.922,audio_features,0o22LlQnOef7vHZYjaO1ig,spotify:track:0o22LlQnOef7vHZYjaO1ig,https://api.spotify.com/v1/tracks/0o22LlQnOef7vHZYjaO1ig,https://api.spotify.com/v1/audio-analysis/0o22LlQnOef7vHZYjaO1ig,178714.0,3.0
0oBAHO7bS9TPi0GvKSpKH1,641,fuse riddim,fuse riddim,fuse riddim,2019-03-18,False,0oBAHO7bS9TPi0GvKSpKH1,spotify:track:0oBAHO7bS9TPi0GvKSpKH1,soca,0.649,0.605,1.0,-7.24,1.0,0.409,0.0701,0.0152,0.0776,0.366,146.447,audio_features,0oBAHO7bS9TPi0GvKSpKH1,spotify:track:0oBAHO7bS9TPi0GvKSpKH1,https://api.spotify.com/v1/tracks/0oBAHO7bS9TPi0GvKSpKH1,https://api.spotify.com/v1/audio-analysis/0oBAHO7bS9TPi0GvKSpKH1,159896.0,5.0
0oMIyNOlENiSqoPqtWKIgg,811,Outta This World,Preedy,Outta This World,2016-11-25,False,0oMIyNOlENiSqoPqtWKIgg,spotify:track:0oMIyNOlENiSqoPqtWKIgg,soca,0.72,0.915,5.0,-6.35,0.0,0.0554,0.0759,0.0,0.0885,0.579,130.078,audio_features,0oMIyNOlENiSqoPqtWKIgg,spotify:track:0oMIyNOlENiSqoPqtWKIgg,https://api.spotify.com/v1/tracks/0oMIyNOlENiSqoPqtWKIgg,https://api.spotify.com/v1/audio-analysis/0oMIyNOlENiSqoPqtWKIgg,273114.0,4.0
0oRZjCT9KesB7edXK0ZURe,977,Ron,Leon Coldero,A Mastamind Christmas 6,2011-11-06,False,0oRZjCT9KesB7edXK0ZURe,spotify:track:0oRZjCT9KesB7edXK0ZURe,soca,0.659,0.828,4.0,-5.686,0.0,0.0415,0.119,4.53e-05,0.308,0.442,135.013,audio_features,0oRZjCT9KesB7edXK0ZURe,spotify:track:0oRZjCT9KesB7edXK0ZURe,https://api.spotify.com/v1/tracks/0oRZjCT9KesB7edXK0ZURe,https://api.spotify.com/v1/audio-analysis/0oRZjCT9KesB7edXK0ZURe,294000.0,4.0
0osvNJAMpSCZWpyaig5rpe,294,Bird Box,Skinny Fabulous,"Soca Universe 2019, Vol. 1",2019-02-22,False,0osvNJAMpSCZWpyaig5rpe,spotify:track:0osvNJAMpSCZWpyaig5rpe,soca,0.747,0.964,6.0,-4.282,1.0,0.136,0.0857,1.58e-06,0.0706,0.783,149.918,audio_features,0osvNJAMpSCZWpyaig5rpe,spotify:track:0osvNJAMpSCZWpyaig5rpe,https://api.spotify.com/v1/tracks/0osvNJAMpSCZWpyaig5rpe,https://api.spotify.com/v1/audio-analysis/0osvNJAMpSCZWpyaig5rpe,166729.0,4.0
0otYDB32ahXKCTq6ODxT6k,1391,Taking It,SHORTPREE,Ratio Riddim,2018-02-02,False,0otYDB32ahXKCTq6ODxT6k,spotify:track:0otYDB32ahXKCTq6ODxT6k,soca,0.791,0.903,0.0,-6.079,1.0,0.0702,0.0353,1.23e-06,0.175,0.954,129.907,audio_features,0otYDB32ahXKCTq6ODxT6k,spotify:track:0otYDB32ahXKCTq6ODxT6k,https://api.spotify.com/v1/tracks/0otYDB32ahXKCTq6ODxT6k,https://api.spotify.com/v1/audio-analysis/0otYDB32ahXKCTq6ODxT6k,185811.0,4.0
0pIZkM0dp1Csi2kJ3gQy0X,1647,Directive,Bunji Garlin,Professionalz Riddim,2019-12-30,False,0pIZkM0dp1Csi2kJ3gQy0X,spotify:track:0pIZkM0dp1Csi2kJ3gQy0X,soca,0.823,0.858,11.0,-4.142,0.0,0.267,0.27,0.0,0.292,0.596,162.019,audio_features,0pIZkM0dp1Csi2kJ3gQy0X,spotify:track:0pIZkM0dp1Csi2kJ3gQy0X,https://api.spotify.com/v1/tracks/0pIZkM0dp1Csi2kJ3gQy0X,https://api.spotify.com/v1/audio-analysis/0pIZkM0dp1Csi2kJ3gQy0X,134000.0,4.0
0pk7Yiq7xgEd8GpeBrW7DS,1345,Indian Gyal,Drupatee,Soca Gold 2013,2013-05-21,False,0pk7Yiq7xgEd8GpeBrW7DS,spotify:track:0pk7Yiq7xgEd8GpeBrW7DS,soca,0.903,0.836,6.0,-4.268,0.0,0.194,0.19,0.0,0.053,0.786,125.011,audio_features,0pk7Yiq7xgEd8GpeBrW7DS,spotify:track:0pk7Yiq7xgEd8GpeBrW7DS,https://api.spotify.com/v1/tracks/0pk7Yiq7xgEd8GpeBrW7DS,https://api.spotify.com/v1/audio-analysis/0pk7Yiq7xgEd8GpeBrW7DS,200200.0,4.0
0q9NDxwWw2ahtTHQ8Jemyd,101,Still Jammin' (Party Never over),Kirk Brown,"Caribbean Hott Party, Vol. 9",2018-08-20,False,0q9NDxwWw2ahtTHQ8Jemyd,spotify:track:0q9NDxwWw2ahtTHQ8Jemyd,soca,0.8,0.79,5.0,-5.501,0.0,0.0642,0.0502,0.0,0.0599,0.927,126.038,audio_features,0q9NDxwWw2ahtTHQ8Jemyd,spotify:track:0q9NDxwWw2ahtTHQ8Jemyd,https://api.spotify.com/v1/tracks/0q9NDxwWw2ahtTHQ8Jemyd,https://api.spotify.com/v1/audio-analysis/0q9NDxwWw2ahtTHQ8Jemyd,184286.0,4.0
0qDm6iufM3Zhwm2jSTvro4,1513,Kitty Cat,Square One,Soca 101 Vol. 2,2008-09-30,False,0qDm6iufM3Zhwm2jSTvro4,spotify:track:0qDm6iufM3Zhwm2jSTvro4,soca,0.896,0.917,10.0,-5.032,1.0,0.129,0.0816,2.94e-05,0.0621,0.944,121.007,audio_features,0qDm6iufM3Zhwm2jSTvro4,spotify:track:0qDm6iufM3Zhwm2jSTvro4,https://api.spotify.com/v1/tracks/0qDm6iufM3Zhwm2jSTvro4,https://api.spotify.com/v1/audio-analysis/0qDm6iufM3Zhwm2jSTvro4,198907.0,4.0
0qTD97mpn40iDTBDjvjwfp,1153,Got To Tell You,Busy Signal,Got To Tell You,2019-04-26,False,0qTD97mpn40iDTBDjvjwfp,spotify:track:0qTD97mpn40iDTBDjvjwfp,soca,0.736,0.8,1.0,-2.369,0.0,0.0752,0.0862,0.0,0.0685,0.89,100.093,audio_features,0qTD97mpn40iDTBDjvjwfp,spotify:track:0qTD97mpn40iDTBDjvjwfp,https://api.spotify.com/v1/tracks/0qTD97mpn40iDTBDjvjwfp,https://api.spotify.com/v1/audio-analysis/0qTD97mpn40iDTBDjvjwfp,217028.0,4.0
0qTtmeL0JlsMvzLSUOLtiL,510,Start Over,Ravi B,Start Over,2018-09-18,False,0qTtmeL0JlsMvzLSUOLtiL,spotify:track:0qTtmeL0JlsMvzLSUOLtiL,soca,0.732,0.49,7.0,-5.75,1.0,0.075,0.0509,0.0,0.559,0.752,93.988,audio_features,0qTtmeL0JlsMvzLSUOLtiL,spotify:track:0qTtmeL0JlsMvzLSUOLtiL,https://api.spotify.com/v1/tracks/0qTtmeL0JlsMvzLSUOLtiL,https://api.spotify.com/v1/audio-analysis/0qTtmeL0JlsMvzLSUOLtiL,234894.0,4.0
0qYDfU5dHwm11yq2CYpqAf,148,Issa Vibe,Motto,Issa Vibe,2019-01-18,False,0qYDfU5dHwm11yq2CYpqAf,spotify:track:0qYDfU5dHwm11yq2CYpqAf,soca,0.68,0.914,1.0,-2.742,1.0,0.0571,0.0708,0.0,0.281,0.331,151.065,audio_features,0qYDfU5dHwm11yq2CYpqAf,spotify:track:0qYDfU5dHwm11yq2CYpqAf,https://api.spotify.com/v1/tracks/0qYDfU5dHwm11yq2CYpqAf,https://api.spotify.com/v1/audio-analysis/0qYDfU5dHwm11yq2CYpqAf,145430.0,4.0
0qwYiUpcdmTo4bhcCsdS6s,772,Loner,Lyrikal,Loner,2015-01-06,False,0qwYiUpcdmTo4bhcCsdS6s,spotify:track:0qwYiUpcdmTo4bhcCsdS6s,soca,0.817,0.694,6.0,-8.941,1.0,0.0531,0.284,9.15e-05,0.128,0.417,126.983,audio_features,0qwYiUpcdmTo4bhcCsdS6s,spotify:track:0qwYiUpcdmTo4bhcCsdS6s,https://api.spotify.com/v1/tracks/0qwYiUpcdmTo4bhcCsdS6s,https://api.spotify.com/v1/audio-analysis/0qwYiUpcdmTo4bhcCsdS6s,187087.0,4.0
0r2l2SARNKXC9JcugwiIux,1613,Top Up,Ice Prince,Big Vibe Riddim,2019-12-13,False,0r2l2SARNKXC9JcugwiIux,spotify:track:0r2l2SARNKXC9JcugwiIux,soca,0.766,0.746,11.0,-5.492,0.0,0.175,0.0716,0.000254,0.179,0.62,108.201,audio_features,0r2l2SARNKXC9JcugwiIux,spotify:track:0r2l2SARNKXC9JcugwiIux,https://api.spotify.com/v1/tracks/0r2l2SARNKXC9JcugwiIux,https://api.spotify.com/v1/audio-analysis/0r2l2SARNKXC9JcugwiIux,187778.0,4.0
0rJjUaYQ6Cz0JsvBum4nXz,454,Take Yuh Horn,Dloxx,Take Yuh Horn,2019-12-13,False,0rJjUaYQ6Cz0JsvBum4nXz,spotify:track:0rJjUaYQ6Cz0JsvBum4nXz,soca,0.808,0.623,4.0,-7.421,1.0,0.0543,0.064,0.0,0.28,0.71,125.031,audio_features,0rJjUaYQ6Cz0JsvBum4nXz,spotify:track:0rJjUaYQ6Cz0JsvBum4nXz,https://api.spotify.com/v1/tracks/0rJjUaYQ6Cz0JsvBum4nXz,https://api.spotify.com/v1/audio-analysis/0rJjUaYQ6Cz0JsvBum4nXz,192000.0,4.0
0ra2nbSBYJKqnMO7CzKp4G,840,V.I.P.,Precision Productions,"We Muzik, Vol. 8: Soca 2017 Trinidad and Tobago Carnival",2017-02-24,False,0ra2nbSBYJKqnMO7CzKp4G,spotify:track:0ra2nbSBYJKqnMO7CzKp4G,soca,0.652,0.743,11.0,-6.605,0.0,0.184,0.189,0.0,0.0872,0.867,126.743,audio_features,0ra2nbSBYJKqnMO7CzKp4G,spotify:track:0ra2nbSBYJKqnMO7CzKp4G,https://api.spotify.com/v1/tracks/0ra2nbSBYJKqnMO7CzKp4G,https://api.spotify.com/v1/audio-analysis/0ra2nbSBYJKqnMO7CzKp4G,190909.0,4.0
0rlBEcMjQhFi8LpP6aeBxa,230,Ah Reach,Leonce,Spotlight Riddim,2019-11-12,False,0rlBEcMjQhFi8LpP6aeBxa,spotify:track:0rlBEcMjQhFi8LpP6aeBxa,soca,0.594,0.886,5.0,-2.852,0.0,0.129,0.0183,0.0,0.0695,0.616,107.866,audio_features,0rlBEcMjQhFi8LpP6aeBxa,spotify:track:0rlBEcMjQhFi8LpP6aeBxa,https://api.spotify.com/v1/tracks/0rlBEcMjQhFi8LpP6aeBxa,https://api.spotify.com/v1/audio-analysis/0rlBEcMjQhFi8LpP6aeBxa,208173.0,4.0
0rqXMbPLifTh7ZhoHjDP3P,305,Matey,SITA,Matey,2019-04-25,False,0rqXMbPLifTh7ZhoHjDP3P,spotify:track:0rqXMbPLifTh7ZhoHjDP3P,soca,0.908,0.638,0.0,-7.67,1.0,0.0778,0.00815,0.00151,0.0769,0.897,124.986,audio_features,0rqXMbPLifTh7ZhoHjDP3P,spotify:track:0rqXMbPLifTh7ZhoHjDP3P,https://api.spotify.com/v1/tracks/0rqXMbPLifTh7ZhoHjDP3P,https://api.spotify.com/v1/audio-analysis/0rqXMbPLifTh7ZhoHjDP3P,195120.0,4.0
0s7Y9dSKyQ421W6W6AbxYp,693,In Dey,Zeek,Cayz Vibes,2018-04-09,False,0s7Y9dSKyQ421W6W6AbxYp,spotify:track:0s7Y9dSKyQ421W6W6AbxYp,soca,0.86,0.871,8.0,-5.995,1.0,0.0708,0.248,2.09e-05,0.103,0.89,104.981,audio_features,0s7Y9dSKyQ421W6W6AbxYp,spotify:track:0s7Y9dSKyQ421W6W6AbxYp,https://api.spotify.com/v1/tracks/0s7Y9dSKyQ421W6W6AbxYp,https://api.spotify.com/v1/audio-analysis/0s7Y9dSKyQ421W6W6AbxYp,182884.0,4.0
0s7syftFWH5WqdMEry2E8e,645,No Respect,Hypasounds,No Respect,2019-05-24,False,0s7syftFWH5WqdMEry2E8e,spotify:track:0s7syftFWH5WqdMEry2E8e,soca,0.603,0.823,9.0,-4.313,1.0,0.135,0.00972,0.000328,0.105,0.636,125.154,audio_features,0s7syftFWH5WqdMEry2E8e,spotify:track:0s7syftFWH5WqdMEry2E8e,https://api.spotify.com/v1/tracks/0s7syftFWH5WqdMEry2E8e,https://api.spotify.com/v1/audio-analysis/0s7syftFWH5WqdMEry2E8e,190200.0,4.0
0sMIJM2O2zZjiKtCnpHQk2,1065,Party Time - DJ Antoine & Mad Mark 2k19 Mix,DJ Antoine,The Time Is Now,2018-11-09,False,0sMIJM2O2zZjiKtCnpHQk2,spotify:track:0sMIJM2O2zZjiKtCnpHQk2,soca,0.832,0.929,1.0,-4.797,1.0,0.123,0.0482,2.89e-06,0.0917,0.801,124.998,audio_features,0sMIJM2O2zZjiKtCnpHQk2,spotify:track:0sMIJM2O2zZjiKtCnpHQk2,https://api.spotify.com/v1/tracks/0sMIJM2O2zZjiKtCnpHQk2,https://api.spotify.com/v1/audio-analysis/0sMIJM2O2zZjiKtCnpHQk2,233397.0,4.0
0sYjdYBt7cDI7iRQsAE8U2,65,Dip and Roll,Lyrikal,The Journey,2016-07-22,False,0sYjdYBt7cDI7iRQsAE8U2,spotify:track:0sYjdYBt7cDI7iRQsAE8U2,soca,0.729,0.92,2.0,-5.02,1.0,0.0463,0.0719,1.94e-06,0.338,0.83,124.953,audio_features,0sYjdYBt7cDI7iRQsAE8U2,spotify:track:0sYjdYBt7cDI7iRQsAE8U2,https://api.spotify.com/v1/tracks/0sYjdYBt7cDI7iRQsAE8U2,https://api.spotify.com/v1/audio-analysis/0sYjdYBt7cDI7iRQsAE8U2,200313.0,4.0
0szjogw2vC9hu0VFYDPbdy,218,Love & Hate,Lyrikal,Love & Hate,2019-09-27,False,0szjogw2vC9hu0VFYDPbdy,spotify:track:0szjogw2vC9hu0VFYDPbdy,soca,0.792,0.762,0.0,-4.191,1.0,0.0778,0.113,0.000423,0.0891,0.705,110.023,audio_features,0szjogw2vC9hu0VFYDPbdy,spotify:track:0szjogw2vC9hu0VFYDPbdy,https://api.spotify.com/v1/tracks/0szjogw2vC9hu0VFYDPbdy,https://api.spotify.com/v1/audio-analysis/0szjogw2vC9hu0VFYDPbdy,233091.0,4.0
0tmzuAjaKFFL7EwnMvTqbX,1113,Hold,Inzey,Twin Flame Riddim,2018-11-16,False,0tmzuAjaKFFL7EwnMvTqbX,spotify:track:0tmzuAjaKFFL7EwnMvTqbX,soca,0.715,0.901,7.0,-3.605,1.0,0.0524,0.242,1.87e-06,0.0807,0.62,120.054,audio_features,0tmzuAjaKFFL7EwnMvTqbX,spotify:track:0tmzuAjaKFFL7EwnMvTqbX,https://api.spotify.com/v1/tracks/0tmzuAjaKFFL7EwnMvTqbX,https://api.spotify.com/v1/audio-analysis/0tmzuAjaKFFL7EwnMvTqbX,219250.0,4.0
0tzrjtUHg1m9LhSYvsffHu,1729,Carnival Groupie,Machel Montano,Carnival Groupie,2015-12-24,False,0tzrjtUHg1m9LhSYvsffHu,spotify:track:0tzrjtUHg1m9LhSYvsffHu,soca,0.879,0.886,0.0,-4.104,1.0,0.257,0.143,0.0,0.313,0.85,130.012,audio_features,0tzrjtUHg1m9LhSYvsffHu,spotify:track:0tzrjtUHg1m9LhSYvsffHu,https://api.spotify.com/v1/tracks/0tzrjtUHg1m9LhSYvsffHu,https://api.spotify.com/v1/audio-analysis/0tzrjtUHg1m9LhSYvsffHu,226040.0,4.0
0ukpjliBnT2ii7OfwY3V1H,441,Me Gusta,Destra,Me Gusta,2019-11-25,False,0ukpjliBnT2ii7OfwY3V1H,spotify:track:0ukpjliBnT2ii7OfwY3V1H,soca,0.834,0.818,1.0,-3.886,0.0,0.0619,0.0146,6.47e-06,0.115,0.544,100.05,audio_features,0ukpjliBnT2ii7OfwY3V1H,spotify:track:0ukpjliBnT2ii7OfwY3V1H,https://api.spotify.com/v1/tracks/0ukpjliBnT2ii7OfwY3V1H,https://api.spotify.com/v1/audio-analysis/0ukpjliBnT2ii7OfwY3V1H,179000.0,4.0
0v2eO2m39NvG8uCk93qwyV,590,Tingin',Precision Productions,Tingin' Riddim,2019-01-23,False,0v2eO2m39NvG8uCk93qwyV,spotify:track:0v2eO2m39NvG8uCk93qwyV,soca,0.881,0.843,7.0,-4.162,1.0,0.108,0.0746,0.0,0.18,0.713,124.996,audio_features,0v2eO2m39NvG8uCk93qwyV,spotify:track:0v2eO2m39NvG8uCk93qwyV,https://api.spotify.com/v1/tracks/0v2eO2m39NvG8uCk93qwyV,https://api.spotify.com/v1/audio-analysis/0v2eO2m39NvG8uCk93qwyV,219681.0,4.0
0vS2T877cIqTyGPhdCxRg9,975,Bring Yuh Rum (Cuatro-Man Riddim),Ajala,A Mastamind Christmas 6,2011-11-06,False,0vS2T877cIqTyGPhdCxRg9,spotify:track:0vS2T877cIqTyGPhdCxRg9,soca,0.454,0.88,4.0,-3.716,0.0,0.191,0.465,1.45e-05,0.157,0.627,82.126,audio_features,0vS2T877cIqTyGPhdCxRg9,spotify:track:0vS2T877cIqTyGPhdCxRg9,https://api.spotify.com/v1/tracks/0vS2T877cIqTyGPhdCxRg9,https://api.spotify.com/v1/audio-analysis/0vS2T877cIqTyGPhdCxRg9,237507.0,3.0
0vgPJExzDVZoqdkBzeOV0P,1760,Pump and Pace,Wildfire,Pump and Pace,2017-11-03,False,0vgPJExzDVZoqdkBzeOV0P,spotify:track:0vgPJExzDVZoqdkBzeOV0P,soca,0.52,0.869,11.0,-4.419,0.0,0.249,0.00987,0.0,0.234,0.868,191.261,audio_features,0vgPJExzDVZoqdkBzeOV0P,spotify:track:0vgPJExzDVZoqdkBzeOV0P,https://api.spotify.com/v1/tracks/0vgPJExzDVZoqdkBzeOV0P,https://api.spotify.com/v1/audio-analysis/0vgPJExzDVZoqdkBzeOV0P,215625.0,3.0
0vviXMMsBkdJTJKJEKENUu,1542,De River,Blue Ventures,Soca Gold 1999,1999,False,0vviXMMsBkdJTJKJEKENUu,spotify:track:0vviXMMsBkdJTJKJEKENUu,soca,0.702,0.769,8.0,-9.63,1.0,0.108,0.0123,2.95e-05,0.0576,0.886,76.94,audio_features,0vviXMMsBkdJTJKJEKENUu,spotify:track:0vviXMMsBkdJTJKJEKENUu,https://api.spotify.com/v1/tracks/0vviXMMsBkdJTJKJEKENUu,https://api.spotify.com/v1/audio-analysis/0vviXMMsBkdJTJKJEKENUu,268933.0,4.0
0y5p3TrolLkRXc7iOSftC8,1341,One More Week (feat. Jungle),Bunji Garlin,Turn Up,2017-09-01,False,0y5p3TrolLkRXc7iOSftC8,spotify:track:0y5p3TrolLkRXc7iOSftC8,soca,0.824,0.911,1.0,-3.878,1.0,0.227,0.073,0.0,0.143,0.853,140.023,audio_features,0y5p3TrolLkRXc7iOSftC8,spotify:track:0y5p3TrolLkRXc7iOSftC8,https://api.spotify.com/v1/tracks/0y5p3TrolLkRXc7iOSftC8,https://api.spotify.com/v1/audio-analysis/0y5p3TrolLkRXc7iOSftC8,193360.0,4.0
0yYxR4MQ7o26v3YnzIk70S,937,Wooeeii Gal Wooeeii [feat. Busy Signal],Machel Montana,Soca Gold 2010,2010-05-21,False,0yYxR4MQ7o26v3YnzIk70S,spotify:track:0yYxR4MQ7o26v3YnzIk70S,soca,0.844,0.604,4.0,-3.688,1.0,0.0739,0.652,0.0,0.132,0.646,132.937,audio_features,0yYxR4MQ7o26v3YnzIk70S,spotify:track:0yYxR4MQ7o26v3YnzIk70S,https://api.spotify.com/v1/tracks/0yYxR4MQ7o26v3YnzIk70S,https://api.spotify.com/v1/audio-analysis/0yYxR4MQ7o26v3YnzIk70S,185040.0,4.0
0zKyt6V0IVlGeau3GEdVBA,798,Mad Up in This,Olatunji,Jab Jab Riddim,2014-07-22,False,0zKyt6V0IVlGeau3GEdVBA,spotify:track:0zKyt6V0IVlGeau3GEdVBA,soca,0.779,0.906,0.0,-4.207,1.0,0.222,0.0797,0.000246,0.208,0.748,161.072,audio_features,0zKyt6V0IVlGeau3GEdVBA,spotify:track:0zKyt6V0IVlGeau3GEdVBA,https://api.spotify.com/v1/tracks/0zKyt6V0IVlGeau3GEdVBA,https://api.spotify.com/v1/audio-analysis/0zKyt6V0IVlGeau3GEdVBA,197425.0,4.0
0zbHSMUkeRn2vbSnFX2V9X,1475,Talk Yuh Talk Soca Bass,3 Canal,Top Soca Party Starters,2015-05-08,False,0zbHSMUkeRn2vbSnFX2V9X,spotify:track:0zbHSMUkeRn2vbSnFX2V9X,soca,0.637,0.875,1.0,-6.703,1.0,0.157,0.000525,0.46,0.151,0.716,154.026,audio_features,0zbHSMUkeRn2vbSnFX2V9X,spotify:track:0zbHSMUkeRn2vbSnFX2V9X,https://api.spotify.com/v1/tracks/0zbHSMUkeRn2vbSnFX2V9X,https://api.spotify.com/v1/audio-analysis/0zbHSMUkeRn2vbSnFX2V9X,234147.0,4.0
0zi9QRk2FavxjzY5SCdxhF,1696,Freaky Girls,Ricky T,Freaky Girls,2016-08-11,False,0zi9QRk2FavxjzY5SCdxhF,spotify:track:0zi9QRk2FavxjzY5SCdxhF,soca,0.539,0.705,5.0,-9.501,0.0,0.146,0.07,0.0,0.165,0.64,87.253,audio_features,0zi9QRk2FavxjzY5SCdxhF,spotify:track:0zi9QRk2FavxjzY5SCdxhF,https://api.spotify.com/v1/tracks/0zi9QRk2FavxjzY5SCdxhF,https://api.spotify.com/v1/audio-analysis/0zi9QRk2FavxjzY5SCdxhF,222563.0,3.0
