,track_id,track_name,track_uri,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1526,5BkEtAa7LHwm5qs2vLegX3,Missing You,spotify:track:5BkEtAa7LHwm5qs2vLegX3,Missing You,0.786,0.223,0,-12.844,1,0.266,0.00281,6.03e-06,0.0816,0.84,166.819,audio_features,5BkEtAa7LHwm5qs2vLegX3,spotify:track:5BkEtAa7LHwm5qs2vLegX3,https://api.spotify.com/v1/tracks/5BkEtAa7LHwm5qs2vLegX3,https://api.spotify.com/v1/audio-analysis/5BkEtAa7LHwm5qs2vLegX3,202600,4
1527,0uihaAV3Pq9jqb5EtCLHnO,Frenzy,spotify:track:0uihaAV3Pq9jqb5EtCLHnO,Stays On My Mind,0.644,0.686,9,-4.177,1,0.0937,0.165,0.0,0.134,0.733,79.917,audio_features,0uihaAV3Pq9jqb5EtCLHnO,spotify:track:0uihaAV3Pq9jqb5EtCLHnO,https://api.spotify.com/v1/tracks/0uihaAV3Pq9jqb5EtCLHnO,https://api.spotify.com/v1/audio-analysis/0uihaAV3Pq9jqb5EtCLHnO,217053,4
1528,18pRR6GRcbh4NOiNekLvXV,Man Is The Least,spotify:track:18pRR6GRcbh4NOiNekLvXV,Extra Raw: The First Lady Of Dancehall,0.747,0.697,0,-5.167,1,0.296,0.0692,0.0,0.0997,0.919,94.027,audio_features,18pRR6GRcbh4NOiNekLvXV,spotify:track:18pRR6GRcbh4NOiNekLvXV,https://api.spotify.com/v1/tracks/18pRR6GRcbh4NOiNekLvXV,https://api.spotify.com/v1/audio-analysis/18pRR6GRcbh4NOiNekLvXV,230573,4
1529,0NWgQIhsa5Jn9OtmMq56zm,Heels On,spotify:track:0NWgQIhsa5Jn9OtmMq56zm,Heels On - Single,0.684,0.472,5,-11.059,1,0.432,0.469,0.0,0.102,0.418,159.957,audio_features,0NWgQIhsa5Jn9OtmMq56zm,spotify:track:0NWgQIhsa5Jn9OtmMq56zm,https://api.spotify.com/v1/tracks/0NWgQIhsa5Jn9OtmMq56zm,https://api.spotify.com/v1/audio-analysis/0NWgQIhsa5Jn9OtmMq56zm,230342,4
1530,7sxlE9aBtkKW5jQeu6gM84,Leader,spotify:track:7sxlE9aBtkKW5jQeu6gM84,Leader - Single,0.559,0.77,11,-4.579,1,0.359,0.661,0.0,0.126,0.631,95.931,audio_features,7sxlE9aBtkKW5jQeu6gM84,spotify:track:7sxlE9aBtkKW5jQeu6gM84,https://api.spotify.com/v1/tracks/7sxlE9aBtkKW5jQeu6gM84,https://api.spotify.com/v1/audio-analysis/7sxlE9aBtkKW5jQeu6gM84,196650,4
1531,55YsMolAhT2hrCeZDox5RF,They Don't Know,spotify:track:55YsMolAhT2hrCeZDox5RF,They Don't Know,0.65,0.779,8,-3.972,1,0.239,0.648,0.0,0.166,0.711,97.159,audio_features,55YsMolAhT2hrCeZDox5RF,spotify:track:55YsMolAhT2hrCeZDox5RF,https://api.spotify.com/v1/tracks/55YsMolAhT2hrCeZDox5RF,https://api.spotify.com/v1/audio-analysis/55YsMolAhT2hrCeZDox5RF,175700,4
1532,2vblBm4vW2aoJU2ZFulunJ,Remedy,spotify:track:2vblBm4vW2aoJU2ZFulunJ,Remedy Riddim,0.672,0.867,4,-2.84,0,0.269,0.27,0.0,0.205,0.428,99.003,audio_features,2vblBm4vW2aoJU2ZFulunJ,spotify:track:2vblBm4vW2aoJU2ZFulunJ,https://api.spotify.com/v1/tracks/2vblBm4vW2aoJU2ZFulunJ,https://api.spotify.com/v1/audio-analysis/2vblBm4vW2aoJU2ZFulunJ,143700,4
1533,6wKThjopVE8UVqyZfgaKcN,Heart Too Clean,spotify:track:6wKThjopVE8UVqyZfgaKcN,Heart Too Clean,0.655,0.759,9,-5.064,1,0.17,0.185,0.0,0.62,0.372,89.823,audio_features,6wKThjopVE8UVqyZfgaKcN,spotify:track:6wKThjopVE8UVqyZfgaKcN,https://api.spotify.com/v1/tracks/6wKThjopVE8UVqyZfgaKcN,https://api.spotify.com/v1/audio-analysis/6wKThjopVE8UVqyZfgaKcN,186667,4
1534,4R2dxPAAA4yJAPmKtQAXI9,She Like That,spotify:track:4R2dxPAAA4yJAPmKtQAXI9,She Like That,0.674,0.75,2,-4.43,1,0.37,0.151,0.0,0.473,0.447,126.747,audio_features,4R2dxPAAA4yJAPmKtQAXI9,spotify:track:4R2dxPAAA4yJAPmKtQAXI9,https://api.spotify.com/v1/tracks/4R2dxPAAA4yJAPmKtQAXI9,https://api.spotify.com/v1/audio-analysis/4R2dxPAAA4yJAPmKtQAXI9,188029,5
1535,4MPVeYuuNcVq3BqSU9tFWn,Bike Back,spotify:track:4MPVeYuuNcVq3BqSU9tFWn,Go-Go Club Riddim,0.886,0.632,7,-5.312,1,0.0379,0.186,0.0,0.0881,0.941,103.035,audio_features,4MPVeYuuNcVq3BqSU9tFWn,spotify:track:4MPVeYuuNcVq3BqSU9tFWn,https://api.spotify.com/v1/tracks/4MPVeYuuNcVq3BqSU9tFWn,https://api.spotify.com/v1/audio-analysis/4MPVeYuuNcVq3BqSU9tFWn,114233,4
